,DB_Object_ID,Qualifier_Idx,GO_ID,GO_Idx
8526,Q5HYN5,[0],['GO:0005515'],[1403]
8527,Q5HYR2,"[2, 2]","['GO:0000978', 'GO:0000981']","[3124, 483]"
8528,Q5HYW2,[0],['GO:0005515'],[1403]
8529,Q5I0G3,[0],['GO:0030060'],[880]
8530,Q5I0X4,[0],['GO:0005515'],[1403]
8531,Q5I0X7,[0],['GO:0005515'],[1403]
8532,Q5I7T1,"[0, 0]","['GO:0005515', 'GO:0106073']","[1403, 2994]"
8533,Q5IJ48,"[0, 0, 0, 0]","['GO:0005509', 'GO:0005515', 'GO:0019828', 'GO:0044877']","[3969, 1403, 4386, 203]"
8534,Q5J5C9,"[0, 0]","['GO:0003674', 'GO:0005515']","[4083, 1403]"
8535,Q5J8M3,"[1, 0]","['GO:0032977', 'GO:0005515']","[734, 1403]"
8536,Q5J8X5,[0],['GO:0005515'],[1403]
8537,Q5JNZ3,"[0, 0, 0]","['GO:0046872', 'GO:0000981', 'GO:0000978']","[2153, 483, 3124]"
8538,Q5JNZ5,"[0, 0]","['GO:0003729', 'GO:0003735']","[3466, 448]"
8539,Q5JPB2,[0],['GO:0046872'],[2153]
8540,Q5JPE7,"[0, 0, 0]","['GO:0005515', 'GO:0030246', 'GO:0043022']","[1403, 1187, 3611]"
8541,Q5JPF3,[0],['GO:0008200'],[4113]
8542,Q5JPH6,"[0, 0, 0, 0, 0]","['GO:0000049', 'GO:0004818', 'GO:0005524', 'GO:0008270', 'GO:0050561']","[1043, 1730, 2220, 4136, 168]"
8543,Q5JPI3,"[0, 0]","['GO:0003674', 'GO:0005515']","[4083, 1403]"
8544,Q5JPI9,"[0, 0, 0]","['GO:0008168', 'GO:0016279', 'GO:0042054']","[3492, 2613, 2783]"
8545,Q5JQC9,"[0, 0]","['GO:0005515', 'GO:0051018']","[1403, 2089]"
8546,Q5JQD4,"[0, 0]","['GO:0031841', 'GO:0005184']","[4185, 1649]"
8547,Q5JQF8,"[0, 0, 0]","['GO:0003730', 'GO:0008266', 'GO:0008143']","[3640, 2417, 3549]"
8548,Q5JQS5,"[0, 0]","['GO:0004930', 'GO:0004984']","[2695, 2935]"
8549,Q5JQS6,[0],['GO:0005515'],[1403]
8550,Q5JR12,"[0, 0, 0]","['GO:0005515', 'GO:0017018', 'GO:0004741']","[1403, 3546, 4213]"
8551,Q5JR59,"[0, 0, 0]","['GO:0005515', 'GO:0008017', 'GO:0042803']","[1403, 2451, 127]"
8552,Q5JR98,"[0, 0, 0]","['GO:0005515', 'GO:0008157', 'GO:0045505']","[1403, 1577, 3065]"
8553,Q5JRA6,"[0, 0]","['GO:0005515', 'GO:0038024']","[1403, 4077]"
8554,Q5JRC9,[0],['GO:0005515'],[1403]
8555,Q5JRM2,[0],['GO:0005515'],[1403]
8556,Q5JRS4,"[0, 0, 0]","['GO:0004930', 'GO:0005549', 'GO:0004984']","[2695, 2375, 2935]"
8557,Q5JRX3,"[0, 0, 0, 0, 0]","['GO:0004222', 'GO:0005515', 'GO:0008047', 'GO:0008237', 'GO:0008270']","[2687, 1403, 4076, 4239, 4136]"
8558,Q5JS13,"[0, 0]","['GO:0005085', 'GO:0005515']","[4028, 1403]"
8559,Q5JS37,"[0, 0]","['GO:0030371', 'GO:0061630']","[1369, 2379]"
8560,Q5JS54,[0],['GO:0044877'],[203]
8561,Q5JSH3,"[0, 0, 0]","['GO:0005515', 'GO:0031267', 'GO:0140313']","[1403, 2950, 3733]"
8562,Q5JSL3,"[0, 0, 0]","['GO:0005085', 'GO:0005515', 'GO:0031267']","[4028, 1403, 2950]"
8563,Q5JSP0,"[0, 0, 0]","['GO:0005085', 'GO:0031267', 'GO:0046872']","[4028, 2950, 2153]"
8564,Q5JSQ8,[0],['GO:0003723'],[3583]
8565,Q5JSS6,[0],['GO:0005515'],[1403]
8566,Q5JST6,"[0, 0]","['GO:0005509', 'GO:0005515']","[3969, 1403]"
8567,Q5JSZ5,"[0, 0]","['GO:0003723', 'GO:0005515']","[3583, 1403]"
8568,Q5JT25,"[0, 0, 0]","['GO:0005515', 'GO:0005525', 'GO:0003924']","[1403, 2119, 3233]"
8569,Q5JT82,"[0, 0, 0, 0, 0, 0, 0]","['GO:0000976', 'GO:0000981', 'GO:0003700', 'GO:0005515', 'GO:0046872', 'GO:1990837', 'GO:0000978']","[1818, 483, 1439, 1403, 2153, 2269, 3124]"
8570,Q5JTB6,[0],['GO:0005515'],[1403]
8571,Q5JTC6,"[0, 0, 0, 0]","['GO:0005515', 'GO:0005546', 'GO:0008013', 'GO:1904713']","[1403, 3137, 3744, 4375]"
8572,Q5JTD0,[0],['GO:0005515'],[1403]
8573,Q5JTD7,[0],['GO:0005515'],[1403]
8574,Q5JTH9,[0],['GO:0003723'],[3583]
8575,Q5JTJ3,"[0, 0, 0]","['GO:0003723', 'GO:0005507', 'GO:0005515']","[3583, 3581, 1403]"
8576,Q5JTV8,"[0, 0, 0, 0, 0]","['GO:0001671', 'GO:0005515', 'GO:0005521', 'GO:0008092', 'GO:0051117']","[3165, 1403, 3470, 716, 518]"
8577,Q5JTY5,"[0, 0, 0, 0]","['GO:0005515', 'GO:0005525', 'GO:0016787', 'GO:0046872']","[1403, 2119, 1692, 2153]"
8578,Q5JTZ5,[0],['GO:0005515'],[1403]
8579,Q5JTZ9,"[0, 0, 0, 0, 0, 0]","['GO:0000049', 'GO:0004813', 'GO:0005515', 'GO:0005524', 'GO:0008270', 'GO:0002161']","[1043, 2985, 1403, 2220, 4136, 3597]"
8580,Q5JU00,[0],['GO:0005515'],[1403]
8581,Q5JU67,[0],['GO:0008017'],[2451]
8582,Q5JU69,"[0, 0, 0]","['GO:0005524', 'GO:0016887', 'GO:0042802']","[2220, 3827, 675]"
8583,Q5JU85,"[0, 0]","['GO:0005085', 'GO:0005515']","[4028, 1403]"
8584,Q5JUK2,"[0, 0, 0, 0, 0, 0]","['GO:0000981', 'GO:0003677', 'GO:0005515', 'GO:0042803', 'GO:0046982', 'GO:0000976']","[483, 3938, 1403, 127, 1077, 1818]"
8585,Q5JUK3,"[0, 0]","['GO:0015271', 'GO:0005228']","[1972, 563]"
8586,Q5JUK9,[0],['GO:0005515'],[1403]
8587,Q5JUQ0,[0],['GO:0005515'],[1403]
8588,Q5JUW0,[0],['GO:0005515'],[1403]
8589,Q5JUX0,"[0, 0]","['GO:0005515', 'GO:0035064']","[1403, 2547]"
8590,Q5JVF3,"[0, 0, 0]","['GO:0005515', 'GO:0003723', 'GO:0003690']","[1403, 3583, 298]"
8591,Q5JVG2,"[0, 0, 0]","['GO:0046872', 'GO:0000978', 'GO:0001228']","[2153, 3124, 722]"
8592,Q5JVG8,"[0, 0, 0]","['GO:0046872', 'GO:0000978', 'GO:0000981']","[2153, 3124, 483]"
8593,Q5JVL4,"[0, 0, 0]","['GO:0005509', 'GO:0005515', 'GO:0043014']","[3969, 1403, 3480]"
8594,Q5JVS0,"[0, 0, 0, 0, 0]","['GO:0005515', 'GO:0032183', 'GO:0043022', 'GO:0061770', 'GO:0003723']","[1403, 2635, 3611, 1907, 3583]"
8595,Q5JW98,[0],['GO:0005261'],[4358]
8596,Q5JWF2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['GO:0003925', 'GO:0005515', 'GO:0005525', 'GO:0010856', 'GO:0046872', 'GO:0003924', 'GO:0051430', 'GO:0005159', 'GO:0035255', 'GO:0031748', 'GO:0031698', 'GO:0031852', 'GO:0031683']","[1304, 1403, 2119, 3340, 2153, 3233, 4476, 709, 3417, 101, 2809, 4401, 3703]"
8597,Q5JX71,"[0, 0]","['GO:0003674', 'GO:0005515']","[4083, 1403]"
8598,Q5JXB2,[0],['GO:0061631'],[586]
8599,Q5JXC2,[0],['GO:0005515'],[1403]
8600,Q5JXM2,[0],['GO:0008168'],[3492]
8601,Q5JXX7,[0],['GO:0005515'],[1403]
8602,Q5JY77,[0],['GO:0005515'],[1403]
8603,Q5JYT7,[0],['GO:0005085'],[4028]
8604,Q5JZY3,"[0, 0, 0]","['GO:0005005', 'GO:0005515', 'GO:0005524']","[470, 1403, 2220]"
8605,Q5K4E3,[0],['GO:0004252'],[712]
8606,Q5K4L6,"[0, 0, 0, 0]","['GO:0004467', 'GO:0005524', 'GO:0031957', 'GO:0047676']","[1033, 2220, 2649, 469]"
8607,Q5K651,[0],['GO:0005515'],[1403]
8608,Q5KSL6,"[0, 0, 0]","['GO:0004143', 'GO:0005524', 'GO:0046872']","[3130, 2220, 2153]"
8609,Q5KU26,"[0, 0, 0, 0, 0, 0]","['GO:0005044', 'GO:0005515', 'GO:0005534', 'GO:0030169', 'GO:0038187', 'GO:0046872']","[2796, 1403, 3253, 2507, 2077, 2153]"
8610,Q5M7Z0,"[0, 0, 0]","['GO:0043130', 'GO:0046872', 'GO:0061630']","[1361, 2153, 2379]"
8611,Q5M8T2,"[0, 0, 0, 0]","['GO:0005460', 'GO:0005515', 'GO:0030674', 'GO:0015297']","[1868, 1403, 1420, 2355]"
8612,Q5M9N0,[0],['GO:0005515'],[1403]
8613,Q5M9Q1,"[0, 0]","['GO:0003682', 'GO:0005515']","[4368, 1403]"
8614,Q5MAI5,"[0, 0, 0, 0]","['GO:0004693', 'GO:0005524', 'GO:0106310', 'GO:0004674']","[2949, 2220, 3521, 533]"
8615,Q5MCW4,"[0, 0, 0, 0]","['GO:0005515', 'GO:0046872', 'GO:0000981', 'GO:0000978']","[1403, 2153, 483, 3124]"
8616,Q5MIZ7,[0],['GO:0072542'],[2212]
8617,Q5MJ09,[0],['GO:0005515'],[1403]
8618,Q5MJ10,[0],['GO:0005515'],[1403]
8619,Q5MJ68,"[0, 0]","['GO:0005515', 'GO:0019901']","[1403, 1899]"
8620,Q5MJ70,"[0, 0, 0]","['GO:0005515', 'GO:0019901', 'GO:0030295']","[1403, 1899, 59]"
8621,Q5MNZ6,"[0, 0, 0, 0]","['GO:0005515', 'GO:0032266', 'GO:0062078', 'GO:0080025']","[1403, 2632, 4190, 2784]"
8622,Q5MNZ9,"[0, 0, 0, 0, 0, 0, 0]","['GO:0005102', 'GO:0005515', 'GO:0030331', 'GO:0030674', 'GO:0032266', 'GO:0050681', 'GO:0080025']","[222, 1403, 3567, 1420, 2632, 3220, 2784]"
8623,Q5MY95,"[0, 0, 0, 0, 0, 0, 0]","['GO:0004050', 'GO:0005515', 'GO:0005524', 'GO:0046872', 'GO:0017111', 'GO:0045134', 'GO:0004382']","[2454, 1403, 2220, 2153, 4559, 2811, 3819]"
8624,Q5NDL2,"[0, 0]","['GO:0005515', 'GO:0097363']","[1403, 365]"
8625,Q5NUL3,"[0, 0, 0, 0, 0]","['GO:0004930', 'GO:0005504', 'GO:0005515', 'GO:1990763', 'GO:0008527']","[2695, 3108, 1403, 2898, 2758]"
8626,Q5PRF9,"[0, 0, 0, 0]","['GO:0003723', 'GO:0005515', 'GO:0030371', 'GO:0003729']","[3583, 1403, 1369, 3466]"
8627,Q5PSV4,"[0, 0]","['GO:0005515', 'GO:0042826']","[1403, 4481]"
8628,Q5PT55,[0],['GO:0008508'],[4302]
8629,Q5QFB9,[0],['GO:0003674'],[4083]
8630,Q5QGT7,"[0, 0, 0]","['GO:0005515', 'GO:0031849', 'GO:0046872']","[1403, 392, 2153]"
8631,Q5QGZ9,"[0, 0, 0, 0]","['GO:0005515', 'GO:0030246', 'GO:0030545', 'GO:0004888']","[1403, 1187, 1842, 4596]"
8632,Q5QJ38,[0],['GO:0046914'],[851]
8633,Q5QJ74,"[0, 0]","['GO:0005515', 'GO:0043014']","[1403, 3480]"
8634,Q5QJE6,"[0, 0]","['GO:0003723', 'GO:0005515']","[3583, 1403]"
8635,Q5QJU3,"[0, 0, 0]","['GO:0005515', 'GO:0017040', 'GO:0046872']","[1403, 19, 2153]"
8636,Q5QNW6,"[0, 0, 0, 0]","['GO:0003674', 'GO:0003677', 'GO:0030527', 'GO:0046982']","[4083, 3938, 4160, 1077]"
8637,Q5QP82,[0],['GO:0005515'],[1403]
8638,Q5R372,"[0, 0, 0]","['GO:0005096', 'GO:0005515', 'GO:0031267']","[1536, 1403, 2950]"
8639,Q5R387,"[0, 0, 0, 0]","['GO:0005509', 'GO:0005102', 'GO:0047498', 'GO:0005543']","[3969, 222, 417, 2803]"
8640,Q5R3F8,[0],['GO:0004864'],[3894]
8641,Q5R3I4,[0],['GO:0005515'],[1403]
8642,Q5R3K3,"[0, 0, 0]","['GO:0005515', 'GO:0022832', 'GO:0005261']","[1403, 4137, 4358]"
8643,Q5RHP9,[0],['GO:0005515'],[1403]
8644,Q5RI15,[0],['GO:0005515'],[1403]
8645,Q5RIA9,"[0, 0, 0, 0]","['GO:0003924', 'GO:0005525', 'GO:0046872', 'GO:0140827']","[3233, 2119, 2153, 3761]"
8646,Q5RKV6,"[2, 0]","['GO:0004532', 'GO:0003723']","[3772, 3583]"
8647,Q5RL73,"[0, 0]","['GO:0003723', 'GO:0005515']","[3583, 1403]"
8648,Q5S007,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['GO:0000149', 'GO:0000287', 'GO:0003779', 'GO:0003924', 'GO:0004672', 'GO:0004674', 'GO:0004706', 'GO:0004709', 'GO:0005096', 'GO:0005515', 'GO:0005524', 'GO:0005525', 'GO:0008017', 'GO:0015631', 'GO:0016301', 'GO:0017075', 'GO:0030159', 'GO:0030276', 'GO:0031267', 'GO:0034211', 'GO:0036479', 'GO:0039706', 'GO:0042802', 'GO:0042803', 'GO:0044024', 'GO:0044325', 'GO:0051018', 'GO:0106310', 'GO:1904713']","[2321, 3003, 1069, 3233, 740, 533, 1003, 3728, 1536, 1403, 2220, 2119, 2451, 3277, 2888, 4102, 3072, 3528, 2950, 3160, 3713, 604, 675, 127, 4382, 2435, 2089, 3521, 4375]"
8649,Q5SGD2,"[0, 0, 0]","['GO:0004722', 'GO:0017018', 'GO:0046872']","[1978, 3546, 2153]"
8650,Q5SNT2,"[0, 0, 0]","['GO:0005515', 'GO:0005521', 'GO:0051015']","[1403, 3470, 371]"
8651,Q5SQ64,[0],['GO:0005515'],[1403]
8652,Q5SQI0,"[0, 0, 0]","['GO:0004468', 'GO:0005515', 'GO:0019799']","[775, 1403, 4216]"
8653,Q5SQN1,"[0, 0, 0]","['GO:0005515', 'GO:0005484', 'GO:0019905']","[1403, 4284, 2517]"
8654,Q5SQQ9,"[0, 0, 0, 0, 0, 0, 0]","['GO:0000981', 'GO:0001162', 'GO:0001227', 'GO:0005515', 'GO:0031490', 'GO:1990837', 'GO:0000978']","[483, 3591, 864, 1403, 499, 2269, 3124]"
8655,Q5SQS8,[0],['GO:0005515'],[1403]
8656,Q5SR56,"[0, 0]","['GO:0005515', 'GO:0022857']","[1403, 1991]"
8657,Q5SRD1,[0],['GO:0008320'],[372]
8658,Q5SRE5,[0],['GO:0017056'],[3041]
8659,Q5SRE7,"[0, 0, 0]","['GO:0005515', 'GO:0016706', 'GO:0046872']","[1403, 1613, 2153]"
8660,Q5SRH9,"[0, 0]","['GO:0003674', 'GO:0005515']","[4083, 1403]"
8661,Q5SRI9,"[0, 0]","['GO:0004569', 'GO:0004559']","[202, 4341]"
8662,Q5SRR4,[0],['GO:0042802'],[675]
8663,Q5SSJ5,"[0, 0, 0]","['GO:0003677', 'GO:0005515', 'GO:0031491']","[3938, 1403, 1743]"
8664,Q5SSQ6,[0],['GO:0005515'],[1403]
8665,Q5ST30,"[0, 0, 0, 0]","['GO:0002161', 'GO:0004832', 'GO:0005515', 'GO:0005524']","[3597, 4445, 1403, 2220]"
8666,Q5SVQ8,"[0, 0, 0]","['GO:0046872', 'GO:0000978', 'GO:0000981']","[2153, 3124, 483]"
8667,Q5SVS4,"[0, 0, 0]","['GO:0005452', 'GO:0005515', 'GO:0022857']","[1302, 1403, 1991]"
8668,Q5SVZ6,"[0, 0]","['GO:0008270', 'GO:0046983']","[4136, 2349]"
8669,Q5SW24,"[0, 0, 0, 0, 0, 0]","['GO:0005080', 'GO:0005515', 'GO:0008013', 'GO:0008134', 'GO:0051018', 'GO:0070097']","[3619, 1403, 3744, 2460, 2089, 2852]"
8670,Q5SW79,[0],['GO:0005515'],[1403]
8671,Q5SW96,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['GO:0001540', 'GO:0001784', 'GO:0005515', 'GO:0005546', 'GO:0030159', 'GO:0030276', 'GO:0035591', 'GO:0035612', 'GO:0035615', 'GO:0035650', 'GO:0050750']","[3757, 1695, 1403, 3137, 3072, 3528, 4304, 1385, 1988, 2737, 1019]"
8672,Q5SWA1,"[0, 0]","['GO:0005515', 'GO:0019888']","[1403, 1213]"
8673,Q5SWH9,[0],['GO:0005515'],[1403]
8674,Q5SWL7,[0],['GO:1990756'],[2249]
8675,Q5SWL8,[0],['GO:1990756'],[2249]
8676,Q5SWW7,"[0, 0]","['GO:0005515', 'GO:0042802']","[1403, 675]"
8677,Q5SXH7,[0],['GO:0005515'],[1403]
8678,Q5SXM1,"[0, 0, 0]","['GO:0046872', 'GO:0000981', 'GO:0000978']","[2153, 483, 3124]"
8679,Q5SXM2,"[0, 0, 0, 0, 1, 0]","['GO:0000995', 'GO:0003677', 'GO:0005515', 'GO:0016251', 'GO:0000978', 'GO:0001006']","[3801, 3938, 1403, 577, 3124, 658]"
8680,Q5SXM8,"[0, 0, 0]","['GO:0008270', 'GO:0044183', 'GO:0051087']","[4136, 1739, 1389]"
8681,Q5SY16,"[0, 0, 0, 0, 0, 0]","['GO:0003723', 'GO:0005515', 'GO:0005524', 'GO:0046404', 'GO:0051736', 'GO:0051731']","[3583, 1403, 2220, 2560, 4103, 3683]"
8682,Q5SY68,"[0, 0, 0]","['GO:0005515', 'GO:0048306', 'GO:0005509']","[1403, 4114, 3969]"
8683,Q5SYB0,[0],['GO:0005515'],[1403]
8684,Q5SYC1,"[0, 0, 0]","['GO:0005515', 'GO:0080025', 'GO:1902936']","[1403, 2784, 4453]"
8685,Q5SZD1,[0],['GO:0005515'],[1403]
8686,Q5SZD4,[0],['GO:0047961'],[3483]
8687,Q5SZJ8,"[0, 0, 0]","['GO:0003677', 'GO:0003682', 'GO:0003714']","[3938, 4368, 2539]"
8688,Q5SZK8,"[0, 0]","['GO:0005515', 'GO:0046872']","[1403, 2153]"
8689,Q5SZL2,[0],['GO:0005515'],[1403]
8690,Q5SZQ8,"[0, 0, 0, 0, 0]","['GO:0003723', 'GO:0005515', 'GO:0036002', 'GO:0097322', 'GO:0003729']","[3583, 1403, 3333, 3778, 3466]"
8691,Q5T011,"[0, 0]","['GO:0003674', 'GO:0005515']","[4083, 1403]"
8692,Q5T013,"[0, 0, 0]","['GO:0003674', 'GO:0005515', 'GO:0008903']","[4083, 1403, 1947]"
8693,Q5T036,[0],['GO:0005515'],[1403]
8694,Q5T0B9,"[0, 0, 0]","['GO:0046872', 'GO:0000978', 'GO:0003700']","[2153, 3124, 1439]"
8695,Q5T0D9,"[0, 0, 0]","['GO:0003674', 'GO:0005516', 'GO:0042802']","[4083, 1768, 675]"
8696,Q5T0F9,"[0, 0, 0, 0]","['GO:0001227', 'GO:0005515', 'GO:0000978', 'GO:0000981']","[864, 1403, 3124, 483]"
8697,Q5T0J7,[0],['GO:0005515'],[1403]
8698,Q5T0L3,[0],['GO:0005515'],[1403]
8699,Q5T0N1,[0],['GO:0003674'],[4083]
8700,Q5T0N5,"[0, 0, 0, 0]","['GO:0005515', 'GO:0008289', 'GO:0045296', 'GO:0051020']","[1403, 542, 1182, 4151]"
8701,Q5T0T0,"[0, 0, 0, 0, 0]","['GO:0004842', 'GO:0005515', 'GO:0008270', 'GO:0061630', 'GO:0042287']","[1054, 1403, 4136, 2379, 2352]"
8702,Q5T0W9,"[2, 0, 0, 0, 0, 0]","['GO:0004630', 'GO:0005154', 'GO:0005515', 'GO:0019901', 'GO:0036312', 'GO:0036313']","[2111, 969, 1403, 1899, 652, 587]"
8703,Q5T124,"[0, 0]","['GO:0005515', 'GO:0043130']","[1403, 1361]"
8704,Q5T160,"[0, 0, 0, 0]","['GO:0003723', 'GO:0004814', 'GO:0005515', 'GO:0005524']","[3583, 545, 1403, 2220]"
8705,Q5T197,"[0, 0, 0]","['GO:0005515', 'GO:0046872', 'GO:0061630']","[1403, 2153, 2379]"
8706,Q5T1C6,"[0, 0]","['GO:0005515', 'GO:0052816']","[1403, 3766]"
8707,Q5T1H1,"[0, 0]","['GO:0003674', 'GO:0005509']","[4083, 3969]"
8708,Q5T1J5,[0],['GO:0043565'],[2406]
8709,Q5T1M5,"[0, 0, 0]","['GO:0003755', 'GO:0003779', 'GO:0005515']","[1329, 1069, 1403]"
8710,Q5T1N1,[0],['GO:0005515'],[1403]
8711,Q5T1Q4,"[0, 0]","['GO:0005515', 'GO:0022857']","[1403, 1991]"
8712,Q5T1R4,"[0, 0, 0, 0]","['GO:0005515', 'GO:0046872', 'GO:0000981', 'GO:0000978']","[1403, 2153, 483, 3124]"
8713,Q5T1S8,[0],['GO:0019911'],[2400]
8714,Q5T1V6,"[0, 0, 0, 0, 0]","['GO:0005524', 'GO:0016887', 'GO:0046872', 'GO:0003724', 'GO:0003729']","[2220, 3827, 2153, 3864, 3466]"
8715,Q5T200,"[0, 0, 0]","['GO:0003723', 'GO:0005515', 'GO:0046872']","[3583, 1403, 2153]"
8716,Q5T215,[0],['GO:0005515'],[1403]
8717,Q5T230,"[0, 0]","['GO:0003713', 'GO:0005515']","[1690, 1403]"
8718,Q5T280,"[0, 0, 0, 0]","['GO:0003723', 'GO:0005515', 'GO:0008168', 'GO:0035198']","[3583, 1403, 3492, 286]"
8719,Q5T2D2,"[0, 0]","['GO:0005515', 'GO:0038023']","[1403, 854]"
8720,Q5T2D3,"[0, 0]","['GO:0004843', 'GO:0005515']","[3623, 1403]"
8721,Q5T2E6,[0],['GO:0005515'],[1403]
8722,Q5T2L2,"[0, 0]","['GO:0005515', 'GO:0016491']","[1403, 1002]"
8723,Q5T2N8,"[0, 0]","['GO:0005524', 'GO:0016887']","[2220, 3827]"
8724,Q5T2Q4,[0],['GO:0019901'],[1899]
8725,Q5T2R2,"[1, 0, 0, 0, 0, 0]","['GO:0097269', 'GO:0005515', 'GO:0046872', 'GO:0046982', 'GO:0052923', 'GO:0004659']","[1671, 1403, 2153, 1077, 2840, 4131]"
8726,Q5T2S8,[0],['GO:0005515'],[1403]
8727,Q5T2T1,"[0, 0, 0, 0, 0]","['GO:0005515', 'GO:0019904', 'GO:0035591', 'GO:0045296', 'GO:0060090']","[1403, 3149, 4304, 1182, 3587]"
8728,Q5T2W1,"[0, 0, 0, 0, 0, 0]","['GO:0005124', 'GO:0005515', 'GO:0030165', 'GO:0044877', 'GO:0005102', 'GO:0043495']","[3699, 1403, 2036, 203, 222, 1122]"
8729,Q5T3F8,"[0, 0, 0, 0]","['GO:0005227', 'GO:0008381', 'GO:0140135', 'GO:1990760']","[1255, 602, 2329, 994]"
8730,Q5T3I0,"[0, 0]","['GO:0003723', 'GO:0005515']","[3583, 1403]"
8731,Q5T3J3,"[0, 0]","['GO:0005515', 'GO:0042974']","[1403, 1132]"
8732,Q5T3U5,"[0, 0, 0, 0, 0, 0, 0]","['GO:0005524', 'GO:0008559', 'GO:0015431', 'GO:0016887', 'GO:0043225', 'GO:0140359', 'GO:0042626']","[2220, 4356, 3535, 3827, 591, 3977, 1493]"
8733,Q5T440,"[0, 0, 0]","['GO:0003723', 'GO:0005515', 'GO:0016740']","[3583, 1403, 1440]"
8734,Q5T442,"[0, 0]","['GO:1903763', 'GO:0005243']","[1348, 2551]"
8735,Q5T447,"[0, 0, 0]","['GO:0004842', 'GO:0005515', 'GO:0019905']","[1054, 1403, 2517]"
8736,Q5T481,"[0, 0, 0, 0, 0, 0]","['GO:0003723', 'GO:0005515', 'GO:0008270', 'GO:0097157', 'GO:1990935', 'GO:0003729']","[3583, 1403, 4136, 669, 1174, 3466]"
8737,Q5T4B2,"[0, 0, 2]","['GO:0005515', 'GO:0042802', 'GO:0050211']","[1403, 675, 2691]"
8738,Q5T4D3,"[0, 0, 0]","['GO:0004169', 'GO:0051117', 'GO:0000030']","[2755, 518, 4415]"
8739,Q5T4F4,"[0, 0, 0]","['GO:0005515', 'GO:0042802', 'GO:0046872']","[1403, 675, 2153]"
8740,Q5T4F7,[0],['GO:0017147'],[2662]
8741,Q5T4I8,[0],['GO:0000049'],[1043]
8742,Q5T4S7,"[0, 0, 0, 0, 0]","['GO:0005515', 'GO:0005516', 'GO:0008270', 'GO:0061630', 'GO:0004842']","[1403, 1768, 4136, 2379, 1054]"
8743,Q5T4T1,[0],['GO:0005515'],[1403]
8744,Q5T4W7,"[0, 0, 0, 0, 0]","['GO:0005102', 'GO:0005515', 'GO:0008083', 'GO:0030116', 'GO:0030971']","[222, 1403, 4364, 46, 2591]"
8745,Q5T5A8,[0],['GO:0005515'],[1403]
8746,Q5T5B0,[0],['GO:0005515'],[1403]
8747,Q5T5C0,"[0, 0, 0, 0]","['GO:0017075', 'GO:0005096', 'GO:0019905', 'GO:0045159']","[4102, 1536, 2517, 3114]"
8748,Q5T5D7,"[0, 0, 0, 0]","['GO:0046872', 'GO:1990837', 'GO:0000977', 'GO:0000981']","[2153, 2269, 3995, 483]"
8749,Q5T5M9,[0],['GO:0016538'],[1655]
8750,Q5T5P2,"[0, 0]","['GO:0003674', 'GO:0005515']","[4083, 1403]"
8751,Q5T5U3,"[0, 0]","['GO:0005096', 'GO:0005515']","[1536, 1403]"
8752,Q5T5X7,"[0, 0]","['GO:0000182', 'GO:0005515']","[3516, 1403]"
8753,Q5T5Y3,"[0, 0, 0, 0, 0]","['GO:0005515', 'GO:0005516', 'GO:0008017', 'GO:0030507', 'GO:0051011']","[1403, 1768, 2451, 2057, 4093]"
8754,Q5T601,"[0, 0]","['GO:0005515', 'GO:0004930']","[1403, 2695]"
8755,Q5T619,"[0, 0, 0, 0]","['GO:0005515', 'GO:0046872', 'GO:0000981', 'GO:0000978']","[1403, 2153, 483, 3124]"
8756,Q5T653,"[0, 0]","['GO:0003723', 'GO:0003735']","[3583, 448]"
8757,Q5T655,[0],['GO:0005515'],[1403]
8758,Q5T681,[0],['GO:0005515'],[1403]
8759,Q5T686,[0],['GO:0005515'],[1403]
8760,Q5T6F0,"[0, 0]","['GO:0005515', 'GO:1990756']","[1403, 2249]"
8761,Q5T6F2,"[0, 0, 0]","['GO:0003723', 'GO:0005515', 'GO:0045296']","[3583, 1403, 1182]"
8762,Q5T6J7,"[0, 0, 0]","['GO:0003674', 'GO:0005524', 'GO:0046316']","[4083, 2220, 3879]"
8763,Q5T6L9,[0],['GO:0003674'],[4083]
8764,Q5T6M2,[0],['GO:0005515'],[1403]
8765,Q5T6S3,"[0, 0, 0, 0, 0]","['GO:0005515', 'GO:0035064', 'GO:0046872', 'GO:0003677', 'GO:0003682']","[1403, 2547, 2153, 3938, 4368]"
8766,Q5T6V5,"[0, 0, 0]","['GO:0003674', 'GO:0005515', 'GO:0016787']","[4083, 1403, 1692]"
8767,Q5T6X5,[0],['GO:0004930'],[2695]
8768,Q5T700,[0],['GO:0005515'],[1403]
8769,Q5T749,[0],['GO:0005515'],[1403]
8770,Q5T750,[0],['GO:0003674'],[4083]
8771,Q5T751,[0],['GO:0005515'],[1403]
8772,Q5T752,"[0, 0]","['GO:0005515', 'GO:0042802']","[1403, 675]"
8773,Q5T753,"[0, 0]","['GO:0005515', 'GO:0042802']","[1403, 675]"
8774,Q5T754,"[0, 0]","['GO:0005515', 'GO:0042802']","[1403, 675]"
8775,Q5T764,"[0, 0]","['GO:0005515', 'GO:0003723']","[1403, 3583]"
